Phage Name,Zipcode,Population Density,County,pH,Waterquality,GHI,Dew Point,Albedo,Latitude,Longitude,AQI,PM25,PM10,CO_8H,NO2_1H,SO3_1H
Mutzi,15213,14474.0,Allegheny County,7.795224547754777,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.445833,-79.953611,38.0,9.1,41.0,3.3,40.0,26.0
Mynx,,,Hancock County,7.795211797440249,,160.49303652968035,3.6566780821917777,0.2791780821917745,44.644444,-68.800833,25.0,6.0,27.0,2.2,26.0,17.0
MyraDee,15681,100.0,Indiana County,7.7951908958136835,"Stable, normal stage",166.65833333333333,5.7526255707762575,0.2971506849315512,40.579725,-79.360106,37.0,8.8,39.0,3.2,39.0,25.0
Myrale,04743,34.0,Aroostook County,,,149.5947488584475,0.36883561643835616,0.4749589041095448,47.250312,-68.58688599999999,34.0,8.1,36.0,2.9,36.0,23.0
Myrna,15260,,Allegheny County,7.796049722495116,"Stable, high stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44422,-79.953218,38.0,9.1,41.0,3.3,40.0,26.0
Myxus,00739,1256.0,Cidra,7.7950990746477755,"Stable, normal stage",,,,,,,,,,,
NEHalo,68136,1626.0,Sarpy County,7.795502491542159,Not applicable,180.25331050228309,4.6525114155251135,0.2904109589041282,41.151796999999995,-96.170963,17.0,4.0,18.0,1.4,18.0,11.0
NHagos,,,Clark County,7.794745229248543,Rising stage,236.86210045662102,-1.0939497716894977,0.1613150684931651,36.11659,-115.17107,52.0,12.5,57.0,4.6,54.0,36.0
NaSiaTalie,15213,14474.0,Allegheny County,7.795704727900786,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446065000000004,-79.955076,38.0,9.1,41.0,3.3,40.0,26.0
Nabi,,,Tyler County,7.794950152043095,Falling stage,199.6703196347032,14.847636986301366,0.12375342465752814,30.799979999999998,-94.21342800000001,22.0,5.2,23.0,1.9,23.0,15.0
Naby,15642,1025.0,Westmoreland County,7.794923525270665,"Stable, normal stage",165.64737442922373,6.232420091324201,0.20498630136986049,40.356419,-79.701165,38.0,9.1,41.0,3.3,40.0,26.0
Naca,79836,301.0,El Paso County,7.794922357712027,,252.88082191780828,1.532420091324201,0.2696986301369744,31.604776,-106.19615300000001,42.0,10.0,45.0,3.6,44.0,29.0
Nacho,84059,,Utah County,7.795279944532022,,195.4446347031964,-1.2970319634703196,0.2709863013699033,40.300763,-111.741425,50.0,12.0,54.0,4.4,53.0,35.0
Nadeem,15213,14474.0,Allegheny County,7.795261993525474,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.442,-79.956,38.0,9.1,41.0,3.3,40.0,26.0
NadineRae,55724,3.0,Saint Louis County,7.795207906104489,,159.95011415525113,0.03881278538812785,0.3677808219177793,47.14375,-92.45176,17.0,4.0,18.0,1.4,18.0,11.0
Nagem,15213,14474.0,Allegheny County,7.795184951916939,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.447222,-79.954167,38.0,9.1,41.0,3.3,40.0,26.0
Naiad,54016,442.0,Saint Croix County,7.7702389879554525,,164.7658675799087,2.3207762557077625,0.28578082191776977,44.979116999999995,-92.759906,5.0,1.2,5.0,0.4,5.0,3.0
Naija,20009,36495.0,Washington,7.795561545870424,,183.91632420091324,7.457762557077626,0.1584657534246516,38.9223,-77.0218,45.0,10.8,48.0,3.9,47.0,31.0
Nairb,30314,4716.0,Fulton County,7.794619880667981,Rising stage,199.52751141552508,10.476940639269406,0.1290410958903956,33.749,-84.4146,66.0,19.2,85.0,6.0,68.0,47.0
Nala,90049,2362.0,Los Angeles County,7.794856146102684,Not applicable,228.4712328767123,8.422831050228309,0.12471232876712425,34.0694,-118.4849,42.0,10.0,45.0,3.6,44.0,29.0
Namago,,,Халхгол,,,161.38949771689497,1.696940639269412,0.2940821917808269,47.66652,-117.399915,13.0,3.1,14.0,1.1,13.0,9.0
Namo,10281,,New York County,7.794252296532107,,167.6159817351598,7.0296803652968025,0.14857534246576318,40.714046,-74.013699,35.0,8.4,37.0,3.0,37.0,24.0
Nancia,01060,1400.0,Hampshire County,7.7943650794455985,Not applicable,165.00262557077625,4.547716894977169,0.2734246575342758,42.318643,-72.64303000000001,42.0,10.0,45.0,3.6,44.0,29.0
Nancinator,15213,14474.0,Allegheny County,7.794304802616085,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44642,-79.954146,38.0,9.1,41.0,3.3,40.0,26.0
Nandita,15213,14474.0,Allegheny County,7.794282316534763,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.445,-79.954722,38.0,9.1,41.0,3.3,40.0,26.0
Nanodon,96754,98.0,Kauaʻi County,7.794361179158921,Not determined,,,,,,,,,,,
Nanosmite,78404,5548.0,Nueces County,7.794403203540652,,,,,,,,,,,,
Napoleon13,21218,11902.0,,7.794403203540652,Rising stage,177.81438356164384,7.5454337899543376,0.1645479452054667,39.326183,-76.617024,34.0,8.1,36.0,2.9,36.0,23.0
NapoleonB,76704,1548.0,McLennan County,7.795851859740844,,206.052397260274,11.886655251141589,0.15841095890412465,31.5573,-97.1168,31.0,7.4,33.0,2.7,32.0,21.0
NarutoRun,01608,8688.0,Worcester County,7.795745761706362,Not applicable,170.49326484018266,4.555388127853882,0.2352602739725997,42.27561,-71.80391999999999,46.0,11.0,49.0,4.0,48.0,32.0
Nason,19087,2018.0,Delaware County,7.7956798740476,Not applicable,174.9670091324201,7.165639269406393,0.16457534246574065,40.05122,-75.377228,58.0,15.4,69.0,5.2,60.0,41.0
NatB6,19403,1865.0,Montgomery County,7.795665348586539,"Stable, normal stage",174.33664383561646,7.090639269406393,0.2060273972603118,40.141363,-75.426641,58.0,15.4,69.0,5.2,60.0,41.0
NathanVaag,,,,,,245.48550228310506,1.3595890410958904,0.18594520547948432,31.768794,-106.50532199999999,50.0,12.0,54.0,4.4,53.0,35.0
Natosaleda,02134-1433,,Suffolk County,7.7955742387062275,"Stable, normal stage",168.22591324200909,6.145433789954338,0.20876712328761304,42.347013000000004,-71.134274,42.0,10.0,45.0,3.6,44.0,29.0
Nattles,15213,14474.0,Allegheny County,7.795556492807366,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444859,-79.952833,38.0,9.1,41.0,3.3,40.0,26.0
NearlyHeadless,42101,197.0,Warren County,,,181.31529680365296,9.667157534246572,0.16150684931508502,36.985556,-86.455556,40.0,9.6,43.0,3.5,42.0,28.0
Nebkiss,15213,14474.0,Allegheny County,7.795515574092287,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446515999999995,-79.954367,38.0,9.1,41.0,3.3,40.0,26.0
Nebs,63105,6647.0,,7.795531031017349,"Stable, normal stage",181.73047945205482,7.855136986301369,0.16241095890411614,38.64686,-90.29583000000001,45.0,10.8,48.0,3.9,47.0,31.0
Nebulous,29731,,York County,7.795368528025678,,201.33995433789954,10.174429223744294,0.14706849315068365,34.9374,-81.0308,53.0,13.0,59.0,4.7,55.0,37.0
Necropolis,24063,,Montgomery County,7.795347928360559,,179.90068493150685,6.629394977168947,0.17419178082193765,37.2336,-80.4076,43.0,10.3,46.0,3.7,45.0,30.0
Neferthena,28723,101.0,Jackson County,7.7952354709593665,,191.1958904109589,7.831621004566211,0.1527397260273686,35.271163,-83.180652,38.0,9.1,41.0,3.3,40.0,26.0
NelitzaMV,23294,4241.0,Henrico County,7.794656973927044,Falling stage,185.44372146118718,8.584246575342464,0.1348219178082057,37.625814,-77.55433599999999,18.0,4.3,19.0,1.5,19.0,12.0
Nellie,43125,387.0,Franklin County,7.794659139832209,"Stable, normal stage",170.81518264840182,6.665639269406393,0.2572876712329096,39.9,-82.92,47.0,11.2,50.0,4.1,49.0,32.0
Nenae,07004,723.0,Essex County,7.794867036696408,,169.5447488584475,6.145319634703196,0.20704109589042424,40.883739,-74.305992,46.0,11.0,49.0,4.0,48.0,32.0
Neoevie,15213,14474.0,Allegheny County,7.794849550399035,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4404,-79.959,38.0,9.1,41.0,3.3,40.0,26.0
Nerdos,76203,,Denton County,7.795217649150117,"Stable, normal stage",208.73196347031964,10.875,0.17947945205481156,33.2017,-97.16127,42.0,10.0,45.0,3.6,44.0,29.0
Nerujay,15213,14474.0,Allegheny County,7.795157777686765,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444096,-79.954316,38.0,9.1,41.0,3.3,40.0,26.0
Nesbitt,18641,1560.0,Luzerne County,7.795066393390921,Not applicable,163.2966894977169,5.157762557077626,0.2856986301369992,41.322513,-75.747387,34.0,8.1,36.0,2.9,36.0,23.0
NeumannU,19014,2357.0,Delaware County,7.794958843716439,,176.87705479452057,7.1866438356164375,0.1883835616438388,39.874167,-75.440889,47.0,11.2,50.0,4.1,49.0,32.0
Neville,01886,725.0,Middlesex County,7.794818415674187,"Stable, normal stage",169.12671232876713,4.895319634703196,0.2264931506849233,42.582525,-71.485782,32.0,7.6,34.0,2.8,33.0,22.0
Newman,80309,,Boulder County,7.7947597131439155,"Stable, normal stage",186.02214611872142,-2.0170662100456624,0.2716712328767645,40.008796999999994,-105.271511,31.0,7.4,33.0,2.7,32.0,21.0
Newt,15213,14474.0,Allegheny County,7.794736306093229,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4434,-79.9538,38.0,9.1,41.0,3.3,40.0,26.0
Nibb,99258,,Spokane County,7.794743412858519,"Stable, high stage",160.9194063926941,1.7452054794520548,0.29493150684927943,47.667233,-117.40233300000001,13.0,3.1,14.0,1.1,13.0,9.0
NiceHouse,,,,,,158.55593607305937,3.4551369863013703,0.3524383561643947,44.897521999999995,-68.671465,25.0,6.0,27.0,2.2,26.0,17.0
Nicholasp3,79903,6064.0,El Paso County,7.794743412858519,Not determined,247.3727168949772,1.1021689497716896,0.19956164383564987,31.8,-106.44,46.0,11.0,49.0,4.0,48.0,32.0
NicoleTera,,,Washoe County,7.794750687984745,"Stable, low stage",216.20764840182648,-1.4971118721461172,0.19832876712330327,39.632,-119.876,99.0,34.9,151.0,9.3,99.0,74.0
Nidhogg,27703,768.0,Durham County,7.794570620427325,"Stable, low stage",191.19155251141552,9.991894977168947,0.14863013698626626,35.9754,-78.8803,38.0,9.1,41.0,3.3,40.0,26.0
NiebruSaylor,,,,,,174.5735159817351,6.440639269406392,0.25230136986303936,40.47,-86.92,8.0,1.9,8.0,0.7,8.0,5.0
Nigel,15260,,Allegheny County,7.796049722495116,"Stable, high stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44422,-79.953218,38.0,9.1,41.0,3.3,40.0,26.0
Nightmare,19013,6139.0,Delaware County,7.794434543498645,,175.83595890410962,7.275913242009133,0.17191780821918834,39.862840000000006,-75.371462,47.0,11.2,50.0,4.1,49.0,32.0
NihilNomen,89169-4813,,Clark County,7.794443455330048,Rising stage,234.80901826484018,-0.9442922374429225,0.16610958904111242,36.113974,-115.144462,52.0,12.5,57.0,4.6,54.0,36.0
Nike,18042-4524,,Northampton County,7.733522822212511,"Stable, normal stage",169.95205479452054,6.534132420091324,0.1838082191780788,40.698,-75.2102,40.0,9.6,43.0,3.5,42.0,28.0
Niklas,40324,267.0,Scott County,,,178.83127853881282,8.407077625570778,0.1941369863013892,38.208056,-84.55555600000001,47.0,11.2,50.0,4.1,49.0,32.0
Niktson,43123,982.0,Franklin County,7.744287280710733,"Stable, normal stage",170.5099315068493,6.4890410958904114,0.25241095890414544,39.912071000000005,-83.050837,14.0,3.3,15.0,1.2,14.0,9.0
Nilo,01257,59.0,Berkshire County,7.794478310666393,Falling stage,165.7359589041096,4.55060502283105,0.30323287671233035,42.118153,-73.413545,43.0,10.3,46.0,3.7,45.0,30.0
Nimbo,19104,17232.0,Philadelphia County,7.794105267135705,Not applicable,174.19646118721462,7.453995433789954,0.14523287671230675,39.96,-75.19,66.0,19.2,85.0,6.0,68.0,47.0
Nimi13,15213,14474.0,Allegheny County,7.794088064679582,"Stable, normal stage",166.06221461187215,6.1813470319634725,0.20728767123284966,40.445142,-79.961729,38.0,9.1,41.0,3.3,40.0,26.0
Nina,15213-3704,,Allegheny County,7.794065969913758,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.440387,-79.946619,38.0,9.1,41.0,3.3,40.0,26.0
Nishikigoi,75007,4433.0,Denton County,7.7940689790385935,"Stable, normal stage",211.3624429223744,10.802933789954338,0.17139726027398744,32.999629999999996,-96.894871,40.0,9.6,43.0,3.5,42.0,28.0
Nitzel,78380,69.0,Nueces County,7.7940973399381575,,213.71997716894973,16.54429223744292,0.16243835616441754,27.868306,-97.688778,44.0,10.5,47.0,3.8,46.0,30.0
Nivrat,28274,,Mecklenburg County,7.794602408276425,,195.1027397260274,9.98607305936073,0.12728767123286594,35.189803999999995,-80.834187,53.0,13.0,59.0,4.7,55.0,37.0
NoSleep,63435,30.0,Lewis County,7.794757141538107,"Stable, normal stage",177.38561643835618,6.229223744292238,0.229260273972632,40.12983,-91.528673,22.0,5.2,23.0,1.9,23.0,15.0
Nobel,,,,,,174.19646118721462,7.453995433789954,0.14523287671230675,39.9607,-75.1873,66.0,19.2,85.0,6.0,68.0,47.0
Noelani,34983,2569.0,St. Lucie County,7.737352678522991,,217.67545662100457,19.30776255707763,0.15334246575343544,27.328031,-80.358239,19.0,4.5,20.0,1.6,20.0,13.0
Noella,01845,1078.0,Essex County,7.793840496324493,"Stable, normal stage",162.38093607305936,5.700228310502284,0.2264657534246719,42.669444,-71.123611,38.0,9.1,41.0,3.3,40.0,26.0
Noely,15213,14474.0,Allegheny County,7.793818551663192,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444179,-79.952241,38.0,9.1,41.0,3.3,40.0,26.0
NoodleTree,75074,2702.0,Collin County,7.794101358164438,"Stable, normal stage",205.02328767123288,11.034246575342467,0.17235616438357362,33.05,-96.68,40.0,9.6,43.0,3.5,42.0,28.0
NoodlelyBoi,,,,,,194.32408675799087,10.572374429223744,0.15547945205479746,35.4667,-93.4531,46.0,11.0,49.0,4.0,48.0,32.0
NootNoot,87248,,Tarrant County,7.7941822916427554,"Stable, normal stage",209.1489726027397,10.655353881278524,0.17553424657537312,32.951878,-97.287514,42.0,10.0,45.0,3.6,44.0,29.0
Norbert,59802,400.0,Missoula County,7.79421004716554,Rising stage,158.54634703196345,-0.29676940639269395,0.3911506849314614,46.868483000000005,-113.98865500000001,36.0,8.6,38.0,3.1,38.0,25.0
Nordenberg,15213,14474.0,Allegheny County,7.794192992268778,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4437,-79.9561,38.0,9.1,41.0,3.3,40.0,26.0
Norm,53154,1209.0,,7.7949476757013265,,169.15011415525115,4.971506849315066,0.30947945205479704,42.86,-87.896389,25.0,6.0,27.0,2.2,26.0,17.0
NormanBulbieJr,,,Cape May County,7.738669811659476,"Stable, high stage",177.64006849315066,9.761004566210044,0.05073972602738748,39.0,-75.0,42.0,10.0,45.0,3.6,44.0,29.0
NorthStar,71923,40.0,Clark County,7.794728376296886,,193.1207762557077,12.091095890410955,0.1545753424657545,34.12,-93.05,29.0,6.9,31.0,2.5,30.0,20.0
NosilaM,00736,935.0,Cayey,7.794743991304555,"Stable, normal stage",,,,,,,,,,,
NotAPhaseMom,01608,8688.0,Worcester County,7.7947135248072685,Not determined,170.49326484018266,4.555388127853882,0.2352602739725997,42.276204,-71.805863,46.0,11.0,49.0,4.0,48.0,32.0
NothingSpecial,39406,6458.0,Forrest County,7.7946756020486205,,201.95308219178082,13.743721461187215,0.14252054794521166,31.331111,-89.337222,16.0,3.8,17.0,1.4,16.0,11.0
Nova,15213,14474.0,Allegheny County,7.794640436998576,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446526,-79.954479,38.0,9.1,41.0,3.3,40.0,26.0
NovumRegina,,,,,,183.8195205479452,5.0382420091324205,0.2494246575342807,40.621541,-96.948791,21.0,5.0,22.0,1.8,22.0,14.0
Nozo,15219,7277.0,Allegheny County,7.794581804142543,"Stable, normal stage",166.06221461187215,6.1813470319634725,0.20728767123284966,40.4397,-79.9764,38.0,9.1,41.0,3.3,40.0,26.0
Nubi,27405,1437.0,Guilford County,7.7945044469812785,,188.952397260274,8.9513698630137,0.1366301369862883,36.084139,-79.77523599999999,46.0,11.0,49.0,4.0,48.0,32.0
Nubia,76798,53347.0,McLennan County,7.794541542270482,Not applicable,206.052397260274,11.886655251141589,0.15841095890412465,31.551389,-97.118611,31.0,7.4,33.0,2.7,32.0,21.0
Nucci,28212,4162.0,Mecklenburg County,7.802767850657721,,197.1579908675799,10.069406392694065,0.1358082191780566,35.165690000000005,-80.759107,46.0,11.0,49.0,4.0,48.0,32.0
NuevoMundo,76210,2463.0,Denton County,7.794372013327643,"Stable, normal stage",208.7019406392694,10.796575342465754,0.15654794520549356,33.146508000000004,-97.102889,42.0,10.0,45.0,3.6,44.0,29.0
Numberten,15120-5000,,Allegheny County,7.79433160680121,"Stable, normal stage",163.67271689497716,6.253767123287673,0.2114794520547912,40.424572,-79.907362,38.0,9.1,41.0,3.3,40.0,26.0
Nutello,49423,580.0,Ottawa County,7.794494628268826,"Stable, normal stage",166.8412100456621,5.32468036529679,0.2966849315068809,42.78736,-86.103664,27.0,6.4,29.0,2.3,28.0,18.0
Nyceirae,15213,14474.0,Allegheny County,7.745400745507416,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.445,-79.954,38.0,9.1,41.0,3.3,40.0,26.0
Nyxis,63435,30.0,Lewis County,7.794462343011575,Falling stage,177.38561643835618,6.229223744292238,0.229260273972632,40.128415999999994,-91.529833,22.0,5.2,23.0,1.9,23.0,15.0
OBUpride,71923,40.0,Clark County,7.794162028582338,Not applicable,193.1207762557077,12.091095890410955,0.1545753424657545,34.124346,-93.053585,29.0,6.9,31.0,2.5,30.0,20.0
ODay,,,,,,165.3197488584475,6.24406392694064,0.21063013698629074,40.4458,-79.9595,38.0,9.1,41.0,3.3,40.0,26.0
OKCentral2016,73083,,Oklahoma County,7.792960756522598,"Stable, normal stage",203.51529680365292,8.183333333333334,0.1680821917808305,35.653371,-97.474118,63.0,17.8,79.0,5.7,65.0,45.0
OKaNui,35470,21.0,Sumter County,,,196.65650684931504,13.061986301369865,0.13978082191780256,32.587275,-88.18735500000001,51.0,12.1,55.0,4.5,54.0,36.0
OMalley,01060,1400.0,Hampshire County,7.793332633510718,Not applicable,164.99885844748854,4.5856164383561655,0.2681643835616319,42.318921,-72.638758,42.0,10.0,45.0,3.6,44.0,29.0
OSmaximus,35205,5429.0,Jefferson County,7.791718373280027,Peak stage,195.2578767123288,11.279794520547945,0.13336986301367898,33.5008,-86.80765,47.0,11.2,50.0,4.1,49.0,32.0
Oaker,19104,17232.0,Philadelphia County,7.794381605618615,Not determined,174.19646118721462,7.453995433789954,0.14523287671230675,39.971361,-75.194733,66.0,19.2,85.0,6.0,68.0,47.0
Oats,15213-2712,,Allegheny County,7.7943597975541685,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.448056,-79.947778,38.0,9.1,41.0,3.3,40.0,26.0
Obliviate,15213,14474.0,Allegheny County,7.79418308884873,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.4419,-79.9557,38.0,9.1,41.0,3.3,40.0,26.0
Obutu,30314,4716.0,Fulton County,7.744066895435983,"Stable, low stage",199.52751141552508,10.476940639269406,0.1290410958903956,33.748326,-84.414507,66.0,19.2,85.0,6.0,68.0,47.0
Ochi17,47906,494.0,Tippecanoe County,7.793386445047842,,176.72899543378998,6.1025114155251154,0.22641095890414384,40.421389000000005,-86.913889,8.0,1.9,8.0,0.7,8.0,5.0
OctaviousRex,12550,1568.0,Orange County,7.784724711945782,"Stable, low stage",166.26986301369863,5.754566210045662,0.2304383561643113,41.51,-74.01,13.0,3.1,14.0,1.1,13.0,9.0
Octobien14,27707,2116.0,Durham County,7.793193928136041,Not applicable,188.70627853881282,9.785388127853881,0.1292054794520427,35.9492,-78.968,38.0,9.1,41.0,3.3,40.0,26.0
Odesza,15213,14474.0,Allegheny County,7.793143842620838,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.43347,-79.956592,38.0,9.1,41.0,3.3,40.0,26.0
Odin,90024,16154.0,Los Angeles County,7.793160086241674,Not applicable,226.7365296803653,8.049885844748859,0.13852054794521435,34.065,-118.4517,42.0,10.0,45.0,3.6,44.0,29.0
Odyssey395,,,,,,162.46746575342462,2.0579908675799095,0.3163013698630409,44.8548,-92.62299999999999,5.0,1.2,5.0,0.4,5.0,3.0
OfUltron,,,Rowan County,,,176.41164383561645,7.639041095890411,0.17030136986301242,38.189539,-83.433697,47.0,11.2,50.0,4.1,49.0,32.0
Ogopogo,95064,3908.0,Santa Cruz County,7.793223505067941,"Stable, normal stage",215.05068493150685,8.325,0.1006027397260431,37.00015,-122.048317,30.0,7.2,32.0,2.6,31.0,21.0
OhMyWard,92515,,Riverside County,7.793192605643179,"Stable, high stage",231.34486301369859,4.57796803652968,0.15487671232878011,33.9125,-117.499,63.0,17.8,79.0,5.7,65.0,45.0
